order_id,order_placement_date,mmm_yy,customer_id,product_name,order_qty,delivery_qty
FMR325601601,2022-03-22,Mar_22,789601,AM Tea 500,147,100
FMR324601601,2022-03-23,Mar_22,789601,AM Tea 500,138,168
FMR326601601,2022-03-25,Mar_22,789601,AM Tea 500,133,113
FMR328601601,2022-03-25,Mar_22,789601,AM Tea 500,102,156
FMR329601601,2022-03-28,Mar_22,789601,AM Tea 500,74,86
FAP43601601,2022-03-31,Mar_22,789601,AM Tea 500,204,153
FAP44601601,2022-04-03,Apr_22,789601,AM Tea 500,97,96
FAP46601601,2022-04-03,Apr_22,789601,AM Tea 500,102,54
FAP410601601,2022-04-07,Apr_22,789601,AM Tea 500,179,197
FAP411601601,2022-04-08,Apr_22,789601,AM Tea 500,119,158
FAP413601601,2022-04-12,Apr_22,789601,AM Tea 500,140,128
FAP414601602,2022-04-12,Apr_22,789601,AM Tea 500,96,95
FAP415601602,2022-04-12,Apr_22,789601,AM Tea 500,201,108
FAP419601601,2022-04-16,Apr_22,789601,AM Tea 500,113,140
FAP421601601,2022-04-18,Apr_22,789601,AM Tea 500,147,136
FAP422601603,2022-04-19,Apr_22,789601,AM Tea 500,162,139
FAP423601601,2022-04-20,Apr_22,789601,AM Tea 500,165,121
FAP427601601,2022-04-24,Apr_22,789601,AM Tea 500,184,248
FAP429601601,2022-04-27,Apr_22,789601,AM Tea 500,98,138
FAP430601601,2022-04-27,Apr_22,789601,AM Tea 500,152,99
FMY52601601,2022-05-01,May_22,789601,AM Tea 500,29,40
FMY53601602,2022-05-01,May_22,789601,AM Tea 500,270,160
FMY55601601,2022-05-03,May_22,789601,AM Tea 500,272,242
FMY59601601,2022-05-06,May_22,789601,AM Tea 500,132,147
FMY511601601,2022-05-08,May_22,789601,AM Tea 500,78,118
FMY512601601,2022-05-11,May_22,789601,AM Tea 500,125,244
FMY513601601,2022-05-12,May_22,789601,AM Tea 500,218,193
FMY515601601,2022-05-14,May_22,789601,AM Tea 500,60,64
FMY516601603,2022-05-14,May_22,789601,AM Tea 500,130,122
FMY519601601,2022-05-16,May_22,789601,AM Tea 500,76,43
FMY518601603,2022-05-17,May_22,789601,AM Tea 500,104,95
FMY521601603,2022-05-18,May_22,789601,AM Tea 500,117,174
FMY522601601,2022-05-21,May_22,789601,AM Tea 500,102,129
FMY523601601,2022-05-22,May_22,789601,AM Tea 500,91,146
FMY524601601,2022-05-23,May_22,789601,AM Tea 500,268,141
FMY526601601,2022-05-24,May_22,789601,AM Tea 500,207,195
FMY528601603,2022-05-25,May_22,789601,AM Tea 500,205,162
FMY527601601,2022-05-26,May_22,789601,AM Tea 500,119,87
FMY530601601,2022-05-28,May_22,789601,AM Tea 500,138,200
FJUN61601601,2022-05-31,May_22,789601,AM Tea 500,248,252
FJUN63601601,2022-06-01,Jun_22,789601,AM Tea 500,152,105
FJUN68601601,2022-06-07,Jun_22,789601,AM Tea 500,79,97
FJUN610601601,2022-06-09,Jun_22,789601,AM Tea 500,195,115
FJUN611601601,2022-06-10,Jun_22,789601,AM Tea 500,50,54
FJUN614601602,2022-06-11,Jun_22,789601,AM Tea 500,53,54
FJUN616601602,2022-06-15,Jun_22,789601,AM Tea 500,140,109
FJUN617601603,2022-06-15,Jun_22,789601,AM Tea 500,132,94
FJUN618601602,2022-06-17,Jun_22,789601,AM Tea 500,172,95
FJUN620601601,2022-06-17,Jun_22,789601,AM Tea 500,68,53
FJUN621601601,2022-06-20,Jun_22,789601,AM Tea 500,58,32
FJUN626601603,2022-06-23,Jun_22,789601,AM Tea 500,99,132
FJUN627601601,2022-06-26,Jun_22,789601,AM Tea 500,73,84
FJUN629601601,2022-06-26,Jun_22,789601,AM Tea 500,131,172
FJUL73601601,2022-06-30,Jun_22,789601,AM Tea 500,85,106
FJUL72601601,2022-07-01,Jul_22,789601,AM Tea 500,60,96
FJUL74601601,2022-07-02,Jul_22,789601,AM Tea 500,165,118
FJUL77601601,2022-07-06,Jul_22,789601,AM Tea 500,68,80
FJUL78601601,2022-07-07,Jul_22,789601,AM Tea 500,142,188
FJUL710601601,2022-07-09,Jul_22,789601,AM Tea 500,77,70
FJUL712601603,2022-07-10,Jul_22,789601,AM Tea 500,116,154
FJUL713601602,2022-07-12,Jul_22,789601,AM Tea 500,190,157
FJUL714601601,2022-07-13,Jul_22,789601,AM Tea 500,217,111
FJUL715601601,2022-07-13,Jul_22,789601,AM Tea 500,180,199
FJUL717601601,2022-07-16,Jul_22,789601,AM Tea 500,141,87
FJUL719601601,2022-07-16,Jul_22,789601,AM Tea 500,78,90
FJUL718601601,2022-07-17,Jul_22,789601,AM Tea 500,46,53
FJUL720601601,2022-07-18,Jul_22,789601,AM Tea 500,118,110
FJUL721601601,2022-07-20,Jul_22,789601,AM Tea 500,102,120
FJUL722601602,2022-07-20,Jul_22,789601,AM Tea 500,53,44
FJUL723601603,2022-07-20,Jul_22,789601,AM Tea 500,96,64
FJUL724601601,2022-07-21,Jul_22,789601,AM Tea 500,145,101
FJUL727601601,2022-07-25,Jul_22,789601,AM Tea 500,81,37
FJUL728601601,2022-07-26,Jul_22,789601,AM Tea 500,57,77
FJUL729601601,2022-07-27,Jul_22,789601,AM Tea 500,136,69
FAUG81601603,2022-07-30,Jul_22,789601,AM Tea 500,130,160
FAUG83601601,2022-07-31,Jul_22,789601,AM Tea 500,139,238
FAUG85601602,2022-08-02,Aug_22,789601,AM Tea 500,59,70
FAUG86601601,2022-08-04,Aug_22,789601,AM Tea 500,143,84
FAUG87601601,2022-08-04,Aug_22,789601,AM Tea 500,206,125
FAUG88601601,2022-08-06,Aug_22,789601,AM Tea 500,252,190
FAUG89601601,2022-08-07,Aug_22,789601,AM Tea 500,183,189
FAUG812601602,2022-08-11,Aug_22,789601,AM Tea 500,182,144
FAUG814601601,2022-08-12,Aug_22,789601,AM Tea 500,127,181
FAUG819601601,2022-08-18,Aug_22,789601,AM Tea 500,215,167
FAUG821601601,2022-08-18,Aug_22,789601,AM Tea 500,77,69
FAUG822601601,2022-08-21,Aug_22,789601,AM Tea 500,101,163
FAUG824601603,2022-08-23,Aug_22,789601,AM Tea 500,134,110
FAUG825601603,2022-08-23,Aug_22,789601,AM Tea 500,76,87
FAUG826601601,2022-08-23,Aug_22,789601,AM Tea 500,75,112
FAUG830601601,2022-08-28,Aug_22,789601,AM Tea 500,55,64
FAUG831601601,2022-08-28,Aug_22,789601,AM Tea 500,118,94
FMR34203601,2022-03-01,Mar_22,789203,AM Ghee 250,83,90
FMR35203301,2022-03-04,Mar_22,789203,AM Ghee 250,97,92
FMR39203301,2022-03-06,Mar_22,789203,AM Ghee 250,22,31
FMR311203602,2022-03-09,Mar_22,789203,AM Ghee 250,26,18
FMR313203503,2022-03-12,Mar_22,789203,AM Ghee 250,22,17
FMR314203402,2022-03-12,Mar_22,789203,AM Ghee 250,27,25
FMR315203301,2022-03-12,Mar_22,789203,AM Ghee 250,93,62
FMR316203502,2022-03-15,Mar_22,789203,AM Ghee 250,97,68
FMR318203301,2022-03-15,Mar_22,789203,AM Ghee 250,35,35
FMR321203301,2022-03-18,Mar_22,789203,AM Ghee 250,25,34
FMR322203602,2022-03-20,Mar_22,789203,AM Ghee 250,73,100
FMR326203301,2022-03-25,Mar_22,789203,AM Ghee 250,59,59
FMR327203301,2022-03-26,Mar_22,789203,AM Ghee 250,66,61
FMR329203301,2022-03-28,Mar_22,789203,AM Ghee 250,18,27
FAP44203603,2022-04-03,Apr_22,789203,AM Ghee 250,71,75
FAP45203403,2022-04-04,Apr_22,789203,AM Ghee 250,34,21
FAP46203501,2022-04-04,Apr_22,789203,AM Ghee 250,56,61
FAP411203502,2022-04-09,Apr_22,789203,AM Ghee 250,85,95
FAP412203602,2022-04-09,Apr_22,789203,AM Ghee 250,19,15
FAP413203502,2022-04-10,Apr_22,789203,AM Ghee 250,44,63
FAP417203602,2022-04-15,Apr_22,789203,AM Ghee 250,75,69
FAP419203503,2022-04-16,Apr_22,789203,AM Ghee 250,87,53
FAP420203301,2022-04-18,Apr_22,789203,AM Ghee 250,66,76
FAP422203301,2022-04-19,Apr_22,789203,AM Ghee 250,95,62
FAP425203301,2022-04-22,Apr_22,789203,AM Ghee 250,65,44
FAP426203503,2022-04-25,Apr_22,789203,AM Ghee 250,61,58
FAP428203301,2022-04-26,Apr_22,789203,AM Ghee 250,69,66
FAP429203602,2022-04-27,Apr_22,789203,AM Ghee 250,55,70
FAP430203303,2022-04-29,Apr_22,789203,AM Ghee 250,49,57
FMY51203502,2022-04-29,Apr_22,789203,AM Ghee 250,27,28
FMY52203301,2022-04-30,Apr_22,789203,AM Ghee 250,21,26
FMY53203602,2022-04-30,Apr_22,789203,AM Ghee 250,80,60
FMY56203303,2022-05-03,May_22,789203,AM Ghee 250,14,27
FMY58203302,2022-05-05,May_22,789203,AM Ghee 250,56,125
FMY57203403,2022-05-06,May_22,789203,AM Ghee 250,47,56
FMY59203603,2022-05-07,May_22,789203,AM Ghee 250,113,88
FMY514203301,2022-05-12,May_22,789203,AM Ghee 250,53,35
FMY516203601,2022-05-13,May_22,789203,AM Ghee 250,114,83
FMY519203503,2022-05-17,May_22,789203,AM Ghee 250,91,59
FMY520203601,2022-05-19,May_22,789203,AM Ghee 250,39,37
FMY522203301,2022-05-19,May_22,789203,AM Ghee 250,51,27
FMY521203601,2022-05-20,May_22,789203,AM Ghee 250,22,43
FMY526203501,2022-05-23,May_22,789203,AM Ghee 250,24,37
FMY530203401,2022-05-27,May_22,789203,AM Ghee 250,28,39
FMY531203301,2022-05-29,May_22,789203,AM Ghee 250,58,79
FJUN61203602,2022-05-31,May_22,789203,AM Ghee 250,52,32
FJUN63203603,2022-05-31,May_22,789203,AM Ghee 250,21,27
FJUN62203301,2022-06-01,Jun_22,789203,AM Ghee 250,99,78
FJUN65203302,2022-06-04,Jun_22,789203,AM Ghee 250,64,51
FJUN69203602,2022-06-07,Jun_22,789203,AM Ghee 250,119,127
FJUN611203403,2022-06-09,Jun_22,789203,AM Ghee 250,36,30
FJUN612203603,2022-06-10,Jun_22,789203,AM Ghee 250,79,124
FJUN614203601,2022-06-11,Jun_22,789203,AM Ghee 250,91,76
FJUN616203301,2022-06-14,Jun_22,789203,AM Ghee 250,34,42
FJUN617203301,2022-06-15,Jun_22,789203,AM Ghee 250,41,47
FJUN618203301,2022-06-15,Jun_22,789203,AM Ghee 250,62,70
FJUN621203301,2022-06-18,Jun_22,789203,AM Ghee 250,26,45
FJUN622203301,2022-06-19,Jun_22,789203,AM Ghee 250,43,37
FJUN624203301,2022-06-23,Jun_22,789203,AM Ghee 250,21,28
FJUN628203601,2022-06-26,Jun_22,789203,AM Ghee 250,64,48
FJUN629203302,2022-06-27,Jun_22,789203,AM Ghee 250,76,64
FJUL71203603,2022-06-29,Jun_22,789203,AM Ghee 250,99,71
FJUL72203602,2022-07-01,Jul_22,789203,AM Ghee 250,73,65
FJUL73203403,2022-07-01,Jul_22,789203,AM Ghee 250,61,44
FJUL74203301,2022-07-03,Jul_22,789203,AM Ghee 250,37,35
FJUL75203602,2022-07-04,Jul_22,789203,AM Ghee 250,52,92
FJUL76203602,2022-07-04,Jul_22,789203,AM Ghee 250,117,63
FJUL77203302,2022-07-05,Jul_22,789203,AM Ghee 250,54,95
FJUL78203301,2022-07-05,Jul_22,789203,AM Ghee 250,64,31
FJUL710203602,2022-07-07,Jul_22,789203,AM Ghee 250,43,43
FJUL711203301,2022-07-08,Jul_22,789203,AM Ghee 250,40,21
FJUL712203603,2022-07-09,Jul_22,789203,AM Ghee 250,46,42
FJUL713203402,2022-07-12,Jul_22,789203,AM Ghee 250,80,105
FJUL714203502,2022-07-12,Jul_22,789203,AM Ghee 250,71,87
FJUL716203601,2022-07-14,Jul_22,789203,AM Ghee 250,71,77
FJUL718203603,2022-07-17,Jul_22,789203,AM Ghee 250,57,54
FJUL719203301,2022-07-17,Jul_22,789203,AM Ghee 250,30,39
FJUL720203502,2022-07-19,Jul_22,789203,AM Ghee 250,104,106
FJUL727203301,2022-07-24,Jul_22,789203,AM Ghee 250,72,39
FJUL730203401,2022-07-28,Jul_22,789203,AM Ghee 250,73,126
FJUL731203301,2022-07-30,Jul_22,789203,AM Ghee 250,78,103
FAUG83203403,2022-08-02,Aug_22,789203,AM Ghee 250,84,100
FAUG85203503,2022-08-02,Aug_22,789203,AM Ghee 250,16,21
FAUG87203603,2022-08-04,Aug_22,789203,AM Ghee 250,85,65
FAUG89203301,2022-08-06,Aug_22,789203,AM Ghee 250,16,23
FAUG810203302,2022-08-08,Aug_22,789203,AM Ghee 250,32,27
FAUG813203603,2022-08-10,Aug_22,789203,AM Ghee 250,110,55
FAUG814203601,2022-08-13,Aug_22,789203,AM Ghee 250,66,84
FAUG823203301,2022-08-20,Aug_22,789203,AM Ghee 250,84,55
FAUG822203301,2022-08-21,Aug_22,789203,AM Ghee 250,35,35
FAUG826203301,2022-08-24,Aug_22,789203,AM Ghee 250,105,75
FAUG827203402,2022-08-25,Aug_22,789203,AM Ghee 250,72,59
FAUG828203301,2022-08-25,Aug_22,789203,AM Ghee 250,32,53
FMR33320501,2022-03-01,Mar_22,789320,AM Ghee 250,36,49
FMR38320301,2022-03-05,Mar_22,789320,AM Ghee 250,36,51
FMR39320301,2022-03-07,Mar_22,789320,AM Ghee 250,47,30
FMR310320603,2022-03-08,Mar_22,789320,AM Ghee 250,23,22
FMR311320301,2022-03-08,Mar_22,789320,AM Ghee 250,62,73
FMR312320301,2022-03-10,Mar_22,789320,AM Ghee 250,100,77
FMR313320603,2022-03-11,Mar_22,789320,AM Ghee 250,24,36
FMR314320302,2022-03-13,Mar_22,789320,AM Ghee 250,61,76
FMR316320403,2022-03-13,Mar_22,789320,AM Ghee 250,57,63
FMR318320602,2022-03-15,Mar_22,789320,AM Ghee 250,58,63
FMR319320402,2022-03-18,Mar_22,789320,AM Ghee 250,46,39
FMR321320301,2022-03-18,Mar_22,789320,AM Ghee 250,103,94
FMR322320301,2022-03-20,Mar_22,789320,AM Ghee 250,21,25
FMR324320301,2022-03-21,Mar_22,789320,AM Ghee 250,116,108
FMR326320302,2022-03-25,Mar_22,789320,AM Ghee 250,58,69
FMR327320402,2022-03-25,Mar_22,789320,AM Ghee 250,63,84
FMR328320503,2022-03-25,Mar_22,789320,AM Ghee 250,62,62
FMR330320403,2022-03-29,Mar_22,789320,AM Ghee 250,35,48
FMR331320601,2022-03-30,Mar_22,789320,AM Ghee 250,31,23
FAP41320603,2022-03-31,Mar_22,789320,AM Ghee 250,63,60
FAP43320403,2022-04-01,Apr_22,789320,AM Ghee 250,71,54
FAP44320601,2022-04-03,Apr_22,789320,AM Ghee 250,99,96
FAP45320602,2022-04-03,Apr_22,789320,AM Ghee 250,28,33
FAP47320301,2022-04-04,Apr_22,789320,AM Ghee 250,75,55
FAP49320501,2022-04-08,Apr_22,789320,AM Ghee 250,28,32
FAP414320402,2022-04-12,Apr_22,789320,AM Ghee 250,63,74
FAP415320502,2022-04-12,Apr_22,789320,AM Ghee 250,45,54
FAP417320503,2022-04-15,Apr_22,789320,AM Ghee 250,48,62
FAP419320602,2022-04-17,Apr_22,789320,AM Ghee 250,77,82
FAP420320603,2022-04-18,Apr_22,789320,AM Ghee 250,54,65
FAP423320301,2022-04-21,Apr_22,789320,AM Ghee 250,67,84
FAP424320301,2022-04-21,Apr_22,789320,AM Ghee 250,92,75
FAP425320301,2022-04-24,Apr_22,789320,AM Ghee 250,45,38
FAP426320301,2022-04-24,Apr_22,789320,AM Ghee 250,60,45
FAP427320602,2022-04-26,Apr_22,789320,AM Ghee 250,35,25
FMY52320501,2022-05-01,May_22,789320,AM Ghee 250,72,54
FMY54320301,2022-05-01,May_22,789320,AM Ghee 250,34,26
FMY55320301,2022-05-04,May_22,789320,AM Ghee 250,31,24
FMY56320302,2022-05-05,May_22,789320,AM Ghee 250,21,31
FMY58320303,2022-05-05,May_22,789320,AM Ghee 250,84,73
FMY59320301,2022-05-07,May_22,789320,AM Ghee 250,90,65
FMY511320302,2022-05-10,May_22,789320,AM Ghee 250,47,37
FMY512320502,2022-05-10,May_22,789320,AM Ghee 250,128,85
FMY513320601,2022-05-11,May_22,789320,AM Ghee 250,31,48
FMY514320301,2022-05-11,May_22,789320,AM Ghee 250,58,92
FMY515320501,2022-05-14,May_22,789320,AM Ghee 250,77,62
FMY517320603,2022-05-16,May_22,789320,AM Ghee 250,58,89
FMY518320601,2022-05-16,May_22,789320,AM Ghee 250,47,40
FMY519320603,2022-05-17,May_22,789320,AM Ghee 250,38,35
FMY520320301,2022-05-18,May_22,789320,AM Ghee 250,66,47
FMY526320301,2022-05-23,May_22,789320,AM Ghee 250,19,30
FMY527320503,2022-05-25,May_22,789320,AM Ghee 250,61,38
FMY528320301,2022-05-25,May_22,789320,AM Ghee 250,40,61
FMY529320301,2022-05-27,May_22,789320,AM Ghee 250,25,41
FMY530320502,2022-05-28,May_22,789320,AM Ghee 250,64,101
FMY531320301,2022-05-29,May_22,789320,AM Ghee 250,63,105
FJUN61320503,2022-05-30,May_22,789320,AM Ghee 250,37,51
FJUN63320503,2022-05-31,May_22,789320,AM Ghee 250,108,79
FJUN62320402,2022-06-01,Jun_22,789320,AM Ghee 250,108,75
FJUN64320502,2022-06-02,Jun_22,789320,AM Ghee 250,27,25
FJUN611320301,2022-06-09,Jun_22,789320,AM Ghee 250,56,41
FJUN614320301,2022-06-11,Jun_22,789320,AM Ghee 250,65,46
FJUN615320502,2022-06-14,Jun_22,789320,AM Ghee 250,46,47
FJUN618320402,2022-06-15,Jun_22,789320,AM Ghee 250,73,74
FJUN617320603,2022-06-16,Jun_22,789320,AM Ghee 250,57,63
FJUN619320301,2022-06-16,Jun_22,789320,AM Ghee 250,20,18
FJUN620320503,2022-06-17,Jun_22,789320,AM Ghee 250,63,94
FJUN622320301,2022-06-20,Jun_22,789320,AM Ghee 250,55,72
FJUN623320301,2022-06-22,Jun_22,789320,AM Ghee 250,68,52
FJUN627320602,2022-06-26,Jun_22,789320,AM Ghee 250,20,22
FJUL71320503,2022-06-30,Jun_22,789320,AM Ghee 250,47,39
FJUL74320502,2022-07-01,Jul_22,789320,AM Ghee 250,71,40
FJUL73320602,2022-07-02,Jul_22,789320,AM Ghee 250,59,81
FJUL76320601,2022-07-03,Jul_22,789320,AM Ghee 250,17,27
FJUL77320301,2022-07-05,Jul_22,789320,AM Ghee 250,110,116
FJUL78320401,2022-07-05,Jul_22,789320,AM Ghee 250,105,119
FJUL79320601,2022-07-08,Jul_22,789320,AM Ghee 250,52,45
FJUL713320602,2022-07-12,Jul_22,789320,AM Ghee 250,17,14
FJUL715320601,2022-07-13,Jul_22,789320,AM Ghee 250,74,107
FJUL717320301,2022-07-16,Jul_22,789320,AM Ghee 250,70,60
FJUL719320301,2022-07-17,Jul_22,789320,AM Ghee 250,54,40
FJUL723320603,2022-07-22,Jul_22,789320,AM Ghee 250,29,27
FJUL724320301,2022-07-23,Jul_22,789320,AM Ghee 250,29,30
FJUL730320303,2022-07-29,Jul_22,789320,AM Ghee 250,54,37
FJUL731320501,2022-07-29,Jul_22,789320,AM Ghee 250,112,138
FAUG81320501,2022-07-31,Jul_22,789320,AM Ghee 250,46,37
FAUG84320602,2022-08-01,Aug_22,789320,AM Ghee 250,47,29
FAUG85320601,2022-08-03,Aug_22,789320,AM Ghee 250,32,47
FAUG86320301,2022-08-03,Aug_22,789320,AM Ghee 250,32,29
FAUG87320302,2022-08-04,Aug_22,789320,AM Ghee 250,19,23
FAUG810320301,2022-08-09,Aug_22,789320,AM Ghee 250,64,90
FAUG811320401,2022-08-09,Aug_22,789320,AM Ghee 250,57,40
FAUG813320301,2022-08-10,Aug_22,789320,AM Ghee 250,50,34
FAUG818320301,2022-08-16,Aug_22,789320,AM Ghee 250,57,49
FAUG820320603,2022-08-17,Aug_22,789320,AM Ghee 250,22,32
FAUG821320303,2022-08-19,Aug_22,789320,AM Ghee 250,97,75
FAUG823320502,2022-08-20,Aug_22,789320,AM Ghee 250,54,56
FAUG825320502,2022-08-22,Aug_22,789320,AM Ghee 250,22,24
FAUG826320501,2022-08-24,Aug_22,789320,AM Ghee 250,40,28
FAUG830320301,2022-08-27,Aug_22,789320,AM Ghee 250,35,47
FMR33220603,2022-03-01,Mar_22,789220,AM Ghee 250,68,63
FMR37220301,2022-03-04,Mar_22,789220,AM Ghee 250,26,33
FMR38220503,2022-03-07,Mar_22,789220,AM Ghee 250,90,66
FMR312220301,2022-03-09,Mar_22,789220,AM Ghee 250,54,53
FMR313220602,2022-03-10,Mar_22,789220,AM Ghee 250,128,85
FMR316220301,2022-03-14,Mar_22,789220,AM Ghee 250,29,46
FMR317220603,2022-03-14,Mar_22,789220,AM Ghee 250,66,90
FMR318220503,2022-03-15,Mar_22,789220,AM Ghee 250,18,17
FMR320220501,2022-03-19,Mar_22,789220,AM Ghee 250,125,95
FMR322220501,2022-03-19,Mar_22,789220,AM Ghee 250,53,70
FMR323220603,2022-03-20,Mar_22,789220,AM Ghee 250,25,21
FMR324220503,2022-03-22,Mar_22,789220,AM Ghee 250,65,92
FMR325220301,2022-03-23,Mar_22,789220,AM Ghee 250,89,79
FMR326220603,2022-03-23,Mar_22,789220,AM Ghee 250,33,26
FMR329220301,2022-03-26,Mar_22,789220,AM Ghee 250,52,50
FMR328220403,2022-03-27,Mar_22,789220,AM Ghee 250,43,47
FMR331220303,2022-03-30,Mar_22,789220,AM Ghee 250,44,33
FAP44220601,2022-04-02,Apr_22,789220,AM Ghee 250,23,19
FAP410220301,2022-04-09,Apr_22,789220,AM Ghee 250,42,41
FAP411220603,2022-04-09,Apr_22,789220,AM Ghee 250,67,79
FAP412220603,2022-04-09,Apr_22,789220,AM Ghee 250,77,77
FAP414220501,2022-04-11,Apr_22,789220,AM Ghee 250,61,46
FAP415220301,2022-04-13,Apr_22,789220,AM Ghee 250,58,67
FAP420220603,2022-04-18,Apr_22,789220,AM Ghee 250,27,21
FAP421220402,2022-04-20,Apr_22,789220,AM Ghee 250,86,68
FAP428220301,2022-04-26,Apr_22,789220,AM Ghee 250,22,25
FMY52220602,2022-04-30,Apr_22,789220,AM Ghee 250,107,117
FMY53220301,2022-05-01,May_22,789220,AM Ghee 250,50,32
FMY54220301,2022-05-03,May_22,789220,AM Ghee 250,48,72
FMY57220301,2022-05-04,May_22,789220,AM Ghee 250,28,38
FMY510220403,2022-05-09,May_22,789220,AM Ghee 250,51,59
FMY511220301,2022-05-09,May_22,789220,AM Ghee 250,26,21
FMY512220601,2022-05-10,May_22,789220,AM Ghee 250,142,76
FMY515220403,2022-05-14,May_22,789220,AM Ghee 250,110,72
FMY517220301,2022-05-16,May_22,789220,AM Ghee 250,41,23
FMY520220603,2022-05-18,May_22,789220,AM Ghee 250,14,18
FMY522220402,2022-05-20,May_22,789220,AM Ghee 250,40,54
FMY523220603,2022-05-20,May_22,789220,AM Ghee 250,39,70
FMY527220301,2022-05-26,May_22,789220,AM Ghee 250,68,64
FMY528220601,2022-05-26,May_22,789220,AM Ghee 250,33,58
FMY529220501,2022-05-26,May_22,789220,AM Ghee 250,44,63
FJUN61220301,2022-05-31,May_22,789220,AM Ghee 250,100,71
FJUN66220301,2022-06-04,Jun_22,789220,AM Ghee 250,114,107
FJUN67220602,2022-06-04,Jun_22,789220,AM Ghee 250,90,99
FJUN68220402,2022-06-05,Jun_22,789220,AM Ghee 250,26,19
FJUN611220502,2022-06-10,Jun_22,789220,AM Ghee 250,128,76
FJUN612220602,2022-06-11,Jun_22,789220,AM Ghee 250,62,68
FJUN613220303,2022-06-11,Jun_22,789220,AM Ghee 250,85,63
FJUN618220301,2022-06-16,Jun_22,789220,AM Ghee 250,64,65
FJUN620220602,2022-06-18,Jun_22,789220,AM Ghee 250,66,63
FJUN624220403,2022-06-21,Jun_22,789220,AM Ghee 250,75,75
FJUN625220301,2022-06-22,Jun_22,789220,AM Ghee 250,26,36
FJUN628220301,2022-06-25,Jun_22,789220,AM Ghee 250,88,72
FJUN627220502,2022-06-26,Jun_22,789220,AM Ghee 250,52,37
FJUL72220301,2022-06-30,Jun_22,789220,AM Ghee 250,31,34
FJUL75220503,2022-07-04,Jul_22,789220,AM Ghee 250,58,43
FJUL76220301,2022-07-04,Jul_22,789220,AM Ghee 250,60,38
FJUL79220603,2022-07-07,Jul_22,789220,AM Ghee 250,57,32
FJUL712220502,2022-07-11,Jul_22,789220,AM Ghee 250,31,49
FJUL714220502,2022-07-11,Jul_22,789220,AM Ghee 250,32,31
FJUL722220301,2022-07-20,Jul_22,789220,AM Ghee 250,66,78
FJUL723220301,2022-07-21,Jul_22,789220,AM Ghee 250,17,31
FJUL725220602,2022-07-23,Jul_22,789220,AM Ghee 250,98,50
FJUL731220403,2022-07-30,Jul_22,789220,AM Ghee 250,95,66
FAUG83220601,2022-08-02,Aug_22,789220,AM Ghee 250,41,52
FAUG84220301,2022-08-02,Aug_22,789220,AM Ghee 250,82,79
FAUG85220601,2022-08-03,Aug_22,789220,AM Ghee 250,119,67
FAUG86220301,2022-08-05,Aug_22,789220,AM Ghee 250,76,111
FAUG89220603,2022-08-06,Aug_22,789220,AM Ghee 250,34,32
FAUG88220403,2022-08-07,Aug_22,789220,AM Ghee 250,37,45
FAUG810220301,2022-08-07,Aug_22,789220,AM Ghee 250,74,111
FAUG811220403,2022-08-09,Aug_22,789220,AM Ghee 250,31,57
FAUG812220603,2022-08-09,Aug_22,789220,AM Ghee 250,19,23
FAUG814220301,2022-08-13,Aug_22,789220,AM Ghee 250,55,58
FAUG815220403,2022-08-13,Aug_22,789220,AM Ghee 250,77,56
FAUG816220301,2022-08-15,Aug_22,789220,AM Ghee 250,118,96
FAUG817220301,2022-08-16,Aug_22,789220,AM Ghee 250,96,84
FAUG821220402,2022-08-20,Aug_22,789220,AM Ghee 250,124,68
FAUG826220301,2022-08-23,Aug_22,789220,AM Ghee 250,101,67
FAUG825220301,2022-08-24,Aug_22,789220,AM Ghee 250,31,51
FAUG827220602,2022-08-25,Aug_22,789220,AM Ghee 250,75,49
FAUG829220301,2022-08-26,Aug_22,789220,AM Ghee 250,57,71
FAUG830220301,2022-08-29,Aug_22,789220,AM Ghee 250,121,86
FAUG831220402,2022-08-29,Aug_22,789220,AM Ghee 250,126,77
FMR35703502,2022-03-02,Mar_22,789703,AM Ghee 250,75,85
FMR37703602,2022-03-04,Mar_22,789703,AM Ghee 250,92,67
FMR310703301,2022-03-07,Mar_22,789703,AM Ghee 250,81,93
FMR311703603,2022-03-10,Mar_22,789703,AM Ghee 250,74,58
FMR313703603,2022-03-12,Mar_22,789703,AM Ghee 250,50,64
FMR315703403,2022-03-14,Mar_22,789703,AM Ghee 250,59,46
FMR317703601,2022-03-15,Mar_22,789703,AM Ghee 250,69,89
FMR318703601,2022-03-17,Mar_22,789703,AM Ghee 250,42,47
FMR320703301,2022-03-19,Mar_22,789703,AM Ghee 250,48,41
FMR322703602,2022-03-21,Mar_22,789703,AM Ghee 250,21,24
FMR323703301,2022-03-22,Mar_22,789703,AM Ghee 250,45,57
FMR326703603,2022-03-23,Mar_22,789703,AM Ghee 250,63,62
FMR328703401,2022-03-27,Mar_22,789703,AM Ghee 250,100,78
FMR330703503,2022-03-27,Mar_22,789703,AM Ghee 250,28,17
FAP41703301,2022-03-31,Mar_22,789703,AM Ghee 250,62,69
FAP42703501,2022-03-31,Mar_22,789703,AM Ghee 250,49,52
FAP43703301,2022-04-02,Apr_22,789703,AM Ghee 250,62,60
FAP44703301,2022-04-03,Apr_22,789703,AM Ghee 250,59,49
FAP46703301,2022-04-03,Apr_22,789703,AM Ghee 250,64,51
FAP47703301,2022-04-04,Apr_22,789703,AM Ghee 250,61,44
FAP411703602,2022-04-09,Apr_22,789703,AM Ghee 250,67,106
